462.5832 461.7826 -12.0615 -12.6972 466.8727 453.2707 459.7701 459.7744 -16.0195
1072.8387 1070.4687 -28.1979 -27.1504 1086.9270 1055.2596 1068.5426 1072.4043 -35.5961
564.0712 562.9363 -14.7093 -14.9725 570.3569 553.8375 561.1272 562.3679 -19.1559
1276.0923 1273.3800 -33.4564 -32.0762 1293.7773 1256.0020 1271.5516 1276.7008 -41.9553
1275.8265 1273.1031 -33.3891 -31.8840 1293.8197 1256.2317 1271.4440 1276.9736 -41.9837
1988.6610 1984.6445 -52.3081 -49.4925 2016.7927 1957.4948 1982.2001 1989.8127 -64.9368
1174.3243 1171.9601 -30.7475 -29.6097 1190.3526 1155.6451 1170.0741 1174.4596 -38.7428
258.5461 258.2374 -6.5677 -7.3711 260.3337 253.0982 256.4411 256.6541 -9.1535
258.1859 257.5894 -6.5422 -7.1370 260.5625 253.5929 256.3575 257.2818 -9.3173
1581.5700 1577.9378 -41.7568 -39.2245 1603.3925 1556.6540 1575.9411 1582.3307 -52.1618
1683.3527 1679.6543 -44.3966 -41.8631 1706.7758 1656.8400 1677.5762 1684.1251 -55.3603
1072.7997 1070.4849 -28.2344 -27.1854 1086.9574 1055.2113 1068.5921 1072.4056 -35.5105
665.1131 663.2173 -17.4811 -16.4761 673.6647 654.8763 662.0107 665.6851 -22.6187
1785.3487 1781.5996 -47.1026 -44.6496 1810.1260 1756.8226 1779.2838 1785.7492 -58.4740
1785.1302 1781.4594 -47.0016 -44.5915 1810.2194 1756.9876 1779.2613 1785.9305 -58.4193
461.6113 460.6260 -11.9201 -12.0572 467.2530 454.1490 459.3743 461.3226 -15.7742
563.2015 561.8751 -14.6468 -14.1052 570.3914 554.5507 560.5568 563.6239 -19.0916
1378.2471 1375.4323 -36.3324 -34.8082 1396.8792 1355.7620 1373.2921 1377.8808 -45.3211
971.2125 969.0436 -25.6943 -24.6903 983.4681 954.7516 967.0777 970.2179 -32.3228
868.8855 866.9509 -22.8187 -21.9554 880.4102 854.9964 865.3981 869.0339 -28.8798
563.4320 562.0361 -14.7516 -14.3195 570.4162 554.3859 560.7369 563.3718 -19.1562
1174.4104 1171.9854 -30.9055 -29.6250 1190.2885 1155.5003 1170.1361 1174.3292 -38.7803
767.4289 765.8036 -20.2190 -19.7074 776.9607 754.3893 764.0456 766.5426 -25.6333
461.7816 460.3210 -12.2647 -11.5733 466.8634 454.0748 459.0280 461.4802 -16.0679
563.9535 562.9779 -14.7688 -15.0219 570.3965 553.7351 561.2205 562.3364 -18.9805
2192.1492 2187.4821 -57.8996 -54.3134 2223.4407 2158.0342 2185.2050 2193.9475 -71.5283
868.8978 866.8546 -22.9283 -21.8100 880.2971 854.9659 865.3135 869.0638 -28.9539
1581.6235 1578.3537 -41.7535 -39.6117 1603.5282 1556.3569 1576.2357 1582.0209 -51.8118
1581.6611 1578.3165 -41.8142 -39.5289 1603.4553 1556.3316 1576.1686 1582.0502 -51.8451
563.5602 562.5054 -14.7088 -14.7548 570.5564 554.0960 561.0405 563.0107 -18.8505
563.4799 561.7063 -15.0319 -13.8615 570.0719 554.3740 560.4588 563.4434 -19.5019
1276.1951 1273.6195 -33.6451 -32.1852 1293.6729 1255.6582 1271.6903 1276.3751 -41.8275
1276.3099 1273.5680 -33.7809 -31.9996 1293.4402 1255.5789 1271.5766 1276.2239 -42.0664
767.2188 765.6296 -20.2134 -19.6148 777.0335 754.4964 764.0116 766.7841 -25.5249
563.5640 563.0117 -14.6141 -14.7466 570.2486 553.7381 560.9946 562.4340 -18.6809
868.9240 867.1605 -22.8889 -22.0892 880.3831 854.7779 865.5344 868.7670 -28.7719
1479.8162 1476.5943 -39.1994 -36.8939 1500.0793 1456.1186 1474.5710 1480.2260 -48.6140
1072.5337 1070.5532 -28.1979 -27.2992 1087.1279 1055.1521 1068.7133 1072.5337 -35.0903
970.5269 968.7014 -25.4673 -24.6495 983.8891 955.1264 967.0897 970.9513 -31.7914
1683.4712 1680.2017 -44.4593 -42.3477 1706.9148 1656.3927 1677.9463 1683.7313 -54.8819
2293.9009 2289.3926 -60.5232 -57.1269 2326.9017 2258.0804 2286.9806 2295.6341 -74.4897
1479.4428 1476.5845 -38.9403 -37.1345 1500.5004 1456.3238 1474.7410 1480.5771 -48.1579
1581.4811 1578.3983 -41.7368 -39.7089 1603.6637 1556.3211 1576.3181 1582.1440 -51.5217
360.1433 359.6372 -9.4262 -9.9682 363.9086 353.3288 358.1331 358.9263 -12.1106
1275.9068 1273.4165 -33.6248 -32.0486 1293.7431 1255.7861 1271.6287 1276.6587 -41.6828
970.9870 969.0083 -25.7476 -24.6807 983.5551 954.6946 967.1117 970.4121 -31.9907
2192.2951 2188.0761 -57.9031 -54.8070 2223.5317 2157.6039 2185.5898 2193.3769 -71.1927
461.5935 460.5845 -12.1790 -11.9058 467.1108 453.9323 459.3108 461.3911 -15.6131
868.7815 867.0724 -22.9043 -22.0468 880.4596 854.8076 865.5072 869.0227 -28.5552
665.2864 663.9657 -17.5726 -17.0818 673.7802 654.2556 662.4797 665.0663 -22.0515
766.9393 765.5118 -20.1947 -19.5012 777.0691 754.5517 763.9712 766.9669 -25.3430
1988.5216 1984.7791 -52.4535 -49.7691 2017.0227 1957.2595 1982.4936 1989.8578 -64.4449
1377.6273 1375.0853 -36.2733 -34.6763 1397.1781 1355.9905 1373.2556 1378.6037 -44.7601
665.3309 663.6543 -17.7888 -16.6484 673.4553 654.2853 662.2095 665.1147 -22.4227
970.6915 968.8998 -25.6368 -24.7024 983.7108 954.8402 967.1908 970.5150 -31.8927
1174.3466 1172.2851 -30.9832 -29.9314 1190.4835 1155.2008 1170.3623 1174.3644 -38.1653
1173.9937 1171.8686 -30.9043 -29.6716 1190.5850 1155.5379 1170.1975 1174.8699 -38.1434
1479.7521 1476.8926 -39.1663 -37.2204 1500.2495 1455.9195 1474.8474 1480.0209 -48.2736
461.9509 461.4037 -12.1713 -12.5738 467.1881 453.3769 459.7862 460.5705 -15.3191
1988.4496 1984.7819 -52.4852 -49.7857 2017.0431 1957.2247 1982.5376 1989.8274 -64.3968
868.9899 867.6003 -22.9196 -22.4730 880.5174 854.4270 865.8115 868.5376 -28.2969
1275.8658 1273.4773 -33.6880 -32.1191 1293.7912 1255.6785 1271.7042 1276.6752 -41.4922
766.9525 765.5448 -20.2756 -19.5951 777.1475 754.4679 764.0511 767.0271 -25.1889
1683.0427 1680.0006 -44.4127 -42.2791 1707.1235 1656.5270 1677.9335 1684.1992 -54.4697
1479.6817 1477.1178 -39.0719 -37.4511 1500.4024 1455.8259 1474.9989 1479.9689 -47.9620
868.6589 867.2453 -22.8655 -22.2588 880.6154 854.6995 865.6888 868.9685 -28.2461
766.7877 765.3684 -20.2519 -19.4906 777.2069 754.5991 763.9850 767.2831 -25.1216
1377.9373 1375.4728 -36.4627 -34.8832 1397.0068 1355.5684 1373.4490 1377.9953 -44.8166
1377.7441 1375.3802 -36.3662 -34.8676 1397.1447 1355.6988 1373.4163 1378.2849 -44.6124
970.6749 968.9966 -25.6916 -24.7724 983.7435 954.7123 967.2446 970.5361 -31.6705
359.6455 359.3116 -9.4020 -9.7617 364.0131 353.5205 358.0878 359.2782 -11.9273
1683.0108 1679.9226 -44.4763 -42.1931 1707.0670 1656.5202 1677.9074 1684.2004 -54.5240
359.7015 359.0527 -9.5851 -9.4278 363.7683 353.5500 357.8775 359.3362 -12.2314
766.9946 765.8943 -20.2302 -19.9101 777.2427 754.2519 764.2957 766.7083 -24.9678
868.6792 867.0254 -23.0624 -21.9383 880.3712 854.6782 865.4976 869.0106 -28.4672
767.0665 765.7928 -20.3484 -19.7555 777.1183 754.2272 764.1805 766.7727 -25.0636
1479.4674 1476.9275 -39.0823 -37.3681 1500.5019 1455.9353 1474.9690 1480.2621 -47.8210
1683.0661 1680.1470 -44.4705 -42.3796 1707.1223 1656.3650 1678.0283 1684.0653 -54.3355
2293.7571 2289.5145 -60.6548 -57.2589 2326.9933 2257.8524 2287.1468 2295.6273 -74.0982
1072.3490 1070.6756 -28.3278 -27.4229 1087.2136 1054.9162 1068.8902 1072.5026 -34.6867
563.3708 562.7107 -14.8725 -14.9243 570.6559 553.7633 561.2433 562.9914 -18.2834
461.4370 460.9580 -12.1482 -12.3168 467.3914 453.6615 459.6287 461.3474 -14.9371
2191.6849 2187.4779 -57.9947 -54.3012 2223.5581 2157.8708 2185.3078 2194.1520 -70.9209
1377.5132 1374.9917 -36.4815 -34.5291 1397.0681 1355.8508 1373.2388 1378.6026 -44.6947
766.7323 764.5281 -20.7486 -18.4700 776.5794 754.7465 763.3521 767.6750 -25.7928
1581.3890 1578.6381 -41.8832 -39.8990 1603.7190 1555.9907 1576.5353 1581.9861 -51.1052
461.4713 460.7518 -12.3088 -12.0472 467.1928 453.6689 459.4660 461.3944 -15.1594
1174.2743 1172.4957 -31.0819 -30.0730 1190.4875 1154.9359 1170.5416 1174.1284 -37.9152
1683.1014 1679.9844 -44.6596 -42.1463 1706.9427 1656.3144 1677.8901 1684.1281 -54.4577
1479.5773 1476.8543 -39.3107 -37.1642 1500.2636 1455.7895 1474.8580 1480.1758 -47.9725
1581.0146 1578.2503 -41.8178 -39.6506 1603.8259 1556.2903 1576.3788 1582.4961 -51.0133
